,doc_id,language,events
2222,2458,sr,"[{'event_type': 'arrest', 'trigger': 'Uhapšena', 'locations': [], 'actors': ['MUP Srbije', 'dva Kineza'], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Arrests related to financial fraud.'}]"
2223,2459,sr,[]
2224,2460,sr,"[{'event_type': 'arrest', 'trigger': 'Uhapšene', 'locations': ['Subotica'], 'actors': ['četiri osobe'], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Arrests related to an arson case.'}]"
2225,2461,sr,[]
2226,2462,sr,[]
2227,2463,sr,[]
2228,2464,sr,"[{'event_type': 'injury_death', 'trigger': 'zaposlena povređena', 'locations': ['Subotica'], 'actors': [], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Accidental injury incident.'}]"
2229,2465,sr,[]
2230,2466,sr,"[{'event_type': 'investigation_charges_trial', 'trigger': 'osuđen', 'locations': ['Beograd'], 'actors': ['Krunoslav Fehir'], 'time_mentions': [], 'confidence': 0.8, 'notes': 'Sentencing for war crimes.'}]"
2231,2467,sr,[]
2232,2468,sr,"[{'event_type': 'school_closure', 'trigger': 'pao plafon', 'locations': ['školi u Subotici'], 'actors': [], 'time_mentions': [], 'confidence': 0.8, 'notes': 'Incident due to negligence.'}]"
2233,2469,sr,"[{'event_type': 'other', 'trigger': 'ugroze slobodu', 'locations': [], 'actors': ['Božić'], 'time_mentions': [], 'confidence': 0.6, 'notes': 'Commentary on freedom issues.'}]"
2234,2470,sr,[]
2235,2471,sr,"[{'event_type': 'institutional_blockade', 'trigger': 'TOK stavi pod partijsku kontrolu', 'locations': [], 'actors': ['DS'], 'time_mentions': [], 'confidence': 0.8, 'notes': 'Political interference claim.'}]"
2236,2472,sr,"[{'event_type': 'international_reaction', 'trigger': 'o ministru Vujiću', 'locations': [], 'actors': ['Georgiev'], 'time_mentions': [], 'confidence': 0.8, 'notes': 'Political commentary.'}]"
2237,2473,sr,"[{'event_type': 'investigation_charges_trial', 'trigger': 'napravio 92 prekršaja', 'locations': [], 'actors': ['Vozač kamiona iz Turske'], 'time_mentions': [], 'confidence': 0.8, 'notes': 'Traffic violations incident.'}]"
2238,2474,sr,"[{'event_type': 'other', 'trigger': 'zadužuje zbog Ekspa', 'locations': [], 'actors': ['Vučić'], 'time_mentions': [], 'confidence': 0.6, 'notes': 'Financial planning critique.'}]"
2239,2475,sr,"[{'event_type': 'international_reaction', 'trigger': 'dolazi misija', 'locations': [], 'actors': ['Đilas'], 'time_mentions': [], 'confidence': 0.8, 'notes': 'EU parliamentary visit.'}]"
2240,2476,sr,"[{'event_type': 'injury_death', 'trigger': 'upucan', 'locations': ['kafiću na Vračaru'], 'actors': [], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Shooting incident.'}]"
2241,2477,sr,[]
2242,2478,sr,"[{'event_type': 'institutional_blockade', 'trigger': 'bez vode', 'locations': ['Novi Sad'], 'actors': [], 'time_mentions': [], 'confidence': 0.8, 'notes': 'Citywide utility outage.'}]"
2243,2479,sr,"[{'event_type': 'government_response_policy', 'trigger': 'obećanju', 'locations': [], 'actors': ['Udruženje pacijenata Srbije', 'Vučić'], 'time_mentions': [], 'confidence': 0.7, 'notes': 'Healthcare policy unmet expectations.'}]"
2244,2480,sr,"[{'event_type': 'international_reaction', 'trigger': 'status predmeta za nepoštovanje suda', 'locations': [], 'actors': ['Haški mehanizam'], 'time_mentions': [], 'confidence': 0.8, 'notes': 'Request for judicial clarification.'}]"
2245,2481,sr,[]
2246,2482,sr,[]
2247,2483,sr,[]
2248,2484,sr,[]
2249,2485,sr,"[{'event_type': 'election', 'trigger': 'jedini izlaz su izbori', 'locations': [], 'actors': ['Tošković'], 'time_mentions': [], 'confidence': 0.7, 'notes': 'Political situation description.'}]"
2250,2486,sr,"[{'event_type': 'investigation_charges_trial', 'trigger': 'Ukinuta presuda', 'locations': ['Novopazarska Banja'], 'actors': [], 'time_mentions': [], 'confidence': 0.8, 'notes': 'Legal retrial order.'}]"
2251,2487,sr,[]
2252,2488,sr,"[{'event_type': 'arrest', 'trigger': 'Zapaljen automobil', 'locations': ['Subotica'], 'actors': [], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Retaliation against judicial act.'}]"
2253,2489,sr,[]
2254,2490,sr,[]
2255,2491,sr,[]
2256,2492,sr,[]
2257,2493,sr,"[{'event_type': 'other', 'trigger': 'Žale se', 'locations': ['Pančevo'], 'actors': ['Građani'], 'time_mentions': [], 'confidence': 0.7, 'notes': 'Public complaint about water quality.'}]"
2258,2494,sr,[]
2259,2495,sr,[]
2260,2496,sr,"[{'event_type': 'institutional_blockade', 'trigger': 'poseče šume', 'locations': ['Košutnjak'], 'actors': ['SNS'], 'time_mentions': [], 'confidence': 0.8, 'notes': 'Environmental protest.'}]"
2261,2497,sr,[]
2262,2498,sr,[]
2263,2499,sr,"[{'event_type': 'international_reaction', 'trigger': 'Čekaćemo vas u EU', 'locations': [], 'actors': ['Spajić', 'Vučić'], 'time_mentions': [], 'confidence': 0.7, 'notes': 'EU integration encouragement.'}]"
2264,2500,sr,"[{'event_type': 'injury_death', 'trigger': None, 'locations': ['Beograd'], 'actors': [], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Sedam osoba povređeno u četiri saobraćajna udesa tokom noći.'}]"
2265,2501,sr,[]
2266,2502,sr,[]
2267,2503,sr,"[{'event_type': 'protest', 'trigger': 'podrška kolegama', 'locations': [], 'actors': ['kolege'], 'time_mentions': [], 'confidence': 0.8, 'notes': 'Podrška kolegama protiv režimske uprave.'}]"
2268,2504,sr,[]
2269,2505,sr,[]
2270,2506,sr,[]
2271,2507,sr,[]
2272,2508,sr,"[{'event_type': 'protest', 'trigger': 'protest studenata', 'locations': [], 'actors': ['studenti Pravnog'], 'time_mentions': [], 'confidence': 0.85, 'notes': 'Protest studenata Pravnog, šetali do institucija.'}]"
2273,2509,sr,[]
2274,2510,sr,"[{'event_type': 'protest', 'trigger': 'poručili', 'locations': ['Andrićev venac'], 'actors': ['studenti'], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Studenti poručili Vučiću da raspiše izbore.'}]"
2275,2511,sr,[]
2276,2512,sr,[]
2277,2513,sr,"[{'event_type': 'counter_protest', 'trigger': 'pristalice vlasti stižu', 'locations': [], 'actors': ['pristalice vlasti'], 'time_mentions': [], 'confidence': 0.8, 'notes': 'Pristalice vlasti okupljaju se pred šetnju studenata.'}]"
2278,2514,sr,"[{'event_type': 'protest', 'trigger': 'na protestu studenata', 'locations': [], 'actors': ['Bodiroga', 'studenti Pravnog'], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Bodiroga podržao studente na protestu.'}]"
2279,2515,sr,[]
2280,2516,sr,[]
2281,2517,sr,"[{'event_type': 'institutional_blockade', 'trigger': 'nedozvoljeno sletanje', 'locations': ['Priština'], 'actors': ['nemački vojni avion'], 'time_mentions': [], 'confidence': 0.85, 'notes': 'Vojnom avionu nije dozvoljeno sletanje u Prištinu.'}]"
2282,2518,sr,"[{'event_type': 'investigation_charges_trial', 'trigger': 'pritvor', 'locations': [], 'actors': ['tužilaštvo', 'osumnjičeni'], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Tužilaštvo traži pritvor za osumnjičenog zbog pretnji.'}]"
2283,2519,sr,[]
2284,2520,sr,[]
2285,2521,sr,"[{'event_type': 'election', 'trigger': 'ponavlja glasanje', 'locations': ['Sečanj'], 'actors': [], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Ponovno glasanje na biračkom mestu broj sedam u Sečnju.'}]"
2286,2522,sr,[]
2287,2523,sr,[]
2288,2524,sr,[]
2289,2525,sr,"[{'event_type': 'arrest', 'trigger': 'uhapšen', 'locations': ['Kraljevo'], 'actors': ['muškarac'], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Muškarac uhapšen zbog zlostavljanja devojčice.'}]"
2290,2526,sr,[]
2291,2527,sr,[]
2292,2528,sr,"[{'event_type': 'investigation_charges_trial', 'trigger': 'pritvor', 'locations': [], 'actors': ['TOK', 'Srbi'], 'time_mentions': [], 'confidence': 0.9, 'notes': 'TOK traži pritvor za Srbe optužene za drogu.'}]"
2293,2529,sr,[]
2294,2530,sr,[]
2295,2531,sr,[]
2296,2532,sr,"[{'event_type': 'protest', 'trigger': 'pozvali na protest', 'locations': ['Novi Sad'], 'actors': ['studenti'], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Studenti u blokadi pozvali građane na protest.'}]"
2297,2533,sr,[]
2298,2534,sr,[]
2299,2535,sr,[]
2300,2536,sr,[]
2301,2537,sr,[]
2302,2538,sr,[]
2303,2539,sr,"[{'event_type': 'investigation_charges_trial', 'trigger': 'podignuta optužnica', 'locations': [], 'actors': ['tri osobe'], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Optužene tri osobe za napad na kanal Ibar–Lepenac.'}]"
2304,2540,sr,[]
2305,2541,sr,[]
2306,2542,sr,[]
2307,2543,sr,[]
2308,2544,sr,"[{'event_type': 'investigation_charges_trial', 'trigger': 'iznajmljivali', 'locations': [], 'actors': [], 'time_mentions': [], 'confidence': 0.7, 'notes': 'Kriminalna grupa iznajmljivala i prodavala automobile.'}]"
2309,2545,sr,[]
2310,2546,sr,"[{'event_type': 'resignation', 'trigger': 'ostavka', 'locations': [], 'actors': ['Dejan Tomašević'], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Dejan Tomašević podneo ostavku.'}]"
2311,2547,sr,[]
2312,2548,sr,[]
2313,2549,sr,"[{'event_type': 'arrest', 'trigger': 'uhapšene', 'locations': [], 'actors': ['četiri osobe'], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Uhapšeni zbog preprodaje vozila.'}]"
2314,2550,sr,[]
2315,2551,sr,[]
2316,2552,sr,[]
2317,2553,sr,[]
2318,2554,sr,[]
2319,2555,sr,"[{'event_type': 'protest', 'trigger': 'šetnja', 'locations': [], 'actors': ['studenti Poljoprivrednog'], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Studenti Poljoprivrednog obeležavaju godinu dana blokade.'}]"
2320,2556,sr,[]
2321,2557,sr,[]
2322,2558,sr,[]
2323,2559,sr,[]
2324,2560,sr,[]
2325,2561,sr,[]
2326,2562,sr,[]
2327,2563,sr,"[{'event_type': 'institutional_blockade', 'trigger': 'zatvorila gradilište', 'locations': [], 'actors': ['inspekcija'], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Inspekcija zatvorila gradilište zbog divlje gradnje.'}]"
2328,2564,sr,[]
2329,2565,sr,[]
2330,2566,sr,[]
2331,2567,sr,[]
2332,2568,sr,[]
2333,2569,sr,[]
2334,2570,sr,"[{'event_type': 'traffic_blockade', 'trigger': 'kamioni čekaju', 'locations': ['Batrovci'], 'actors': [], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Kamioni čekaju šest sati na prelazu Batrovci.'}]"
2335,2571,sr,[]
2336,2572,sr,[]
2337,2573,sr,[]
2338,2574,sr,[]
2339,2575,sr,[]
2340,2576,sr,[]
2341,2577,sr,[]
2342,2578,sr,[]
2343,2579,sr,[]
2344,2580,sr,[]
2345,2581,sr,[]
2346,2582,sr,"[{'event_type': 'traffic_blockade', 'trigger': 'probila blokadu', 'locations': ['Leskovac'], 'actors': ['taksistkinja'], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Taksistkinja pokušala da probije blokadu.'}]"
2347,2583,sr,"[{'event_type': 'protest', 'trigger': 'skup podrške', 'locations': ['Mionica'], 'actors': ['prijatelji Rakića'], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Skup podrške za referenta u katastru.'}]"
2348,2584,sr,[]
2349,2585,sr,"[{'event_type': 'international_reaction', 'trigger': 'poseta', 'locations': ['Kosovo'], 'actors': ['predsednik Mađarske', 'Vjosa Osmani'], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Predsednik Mađarske posetio Kosovo, razgovor s Vjosom Osmani.'}]"
2350,2586,sr,[]
2351,2587,sr,"[{'event_type': 'arrest', 'trigger': 'uhapšeno', 'locations': [], 'actors': ['šest osoba'], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Uhvaćeni zbog prevare pri kupovini robe.'}]"
2352,2588,sr,[]
2353,2589,sr,"[{'event_type': 'clash_police_action', 'trigger': 'napad', 'locations': ['Negotin'], 'actors': ['policija'], 'time_mentions': [], 'confidence': 0.85, 'notes': 'Napad u kojem je policajac bio praktično saučesnik.'}]"
2354,2590,sr,[]
2355,2591,sr,"[{'event_type': 'investigation_charges_trial', 'trigger': 'pritvor', 'locations': ['Beograd'], 'actors': [""dvojica 'škaljaraca'""], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Tužilaštvo traži pritvor za uhapšene u Beogradu.'}]"
2356,2592,sr,[]
2357,2593,sr,[]
2358,2594,sr,"[{'event_type': 'arrest', 'trigger': 'uhapšeni', 'locations': [], 'actors': ['Srbi'], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Uhapšeni Srbi trgovali narkoticima.'}]"
2359,2595,sr,[]
2360,2596,sr,[]
2361,2597,sr,[]
2362,2598,sr,[]
2363,2599,sr,[]
2364,2600,sr,[]
2365,2601,sr,"[{'event_type': 'resignation', 'trigger': 'smena', 'locations': [], 'actors': ['Parezanović'], 'time_mentions': [], 'confidence': 0.9, 'notes': None}]"
2366,2602,sr,[]
2367,2603,sr,[]
2368,2604,sr,"[{'event_type': 'arrest', 'trigger': 'oteli', 'locations': ['okolina Vrbasa'], 'actors': ['Tinejdžeri'], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Automobil otet pretnjom nožem.'}]"
2369,2605,sr,[]
2370,2606,sr,[]
2371,2607,sr,[]
2372,2608,sr,"[{'event_type': 'investigation_charges_trial', 'trigger': 'Sprečen šverc', 'locations': [], 'actors': [], 'time_mentions': [], 'confidence': 0.9, 'notes': '50.000 cigareta.'}]"
2373,2609,sr,[]
2374,2610,sr,[]
2375,2611,sr,"[{'event_type': 'government_response_policy', 'trigger': 'pooštrava pravila', 'locations': [], 'actors': ['Evropska unija'], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Pooštrena pravila za ilegalni boravak migranata.'}]"
2376,2612,sr,"[{'event_type': 'injury_death', 'trigger': 'udario vozača mopeda i usmrtio', 'locations': ['kod Aleksandrovca'], 'actors': [], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Vozač mopeda usmrćen.'}]"
2377,2613,sr,[]
2378,2614,sr,[]
2379,2615,sr,"[{'event_type': 'government_response_policy', 'trigger': 'preti milionskim kaznama', 'locations': [], 'actors': ['Država'], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Pretnje kaznama nakon prijavljenog skupa.'}]"
2380,2616,sr,[]
2381,2617,sr,"[{'event_type': 'investigation_charges_trial', 'trigger': 'Odloženo suđenje', 'locations': [], 'actors': ['studentima'], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Ovo je vezano za Vidovdanski protest.'}]"
2382,2618,sr,"[{'event_type': 'march_walk', 'trigger': 'obilazili domaćinstva', 'locations': ['Rudniku', 'Pranjanima'], 'actors': ['Studenti'], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Tokom vikenda.'}]"
2383,2619,sr,"[{'event_type': 'protest', 'trigger': 'protestuje', 'locations': [], 'actors': ['Grupa poljoprivrednika iz Rače'], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Protest zbog cene suncokreta.'}]"
2384,2620,sr,"[{'event_type': 'protest', 'trigger': 'Protest podrške', 'locations': ['ispred Palate pravde'], 'actors': [], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Podrška za devetoro uhapšenih.'}]"
2385,2621,sr,"[{'event_type': 'protest', 'trigger': 'pozvali', 'locations': [], 'actors': ['Studenti'], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Poziv na primedbe Prostornog plana.'}]"
2386,2622,sr,"[{'event_type': 'university_administration_action', 'trigger': 'Smenjen školski odbor', 'locations': [""OŠ 'Prva vojvođanska brigada'""], 'actors': [], 'time_mentions': [], 'confidence': 0.9, 'notes': ""Postavljene 'podobnije' osobe.""}]"
2387,2623,sr,"[{'event_type': 'march_walk', 'trigger': 'šetnjom obeležavaju', 'locations': [], 'actors': ['Studenti Poljoprivrednog fakulteta'], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Godišnjica početka blokade.'}]"
2388,2624,sr,[]
2389,2625,sr,[]
2390,2626,sr,"[{'event_type': 'institutional_blockade', 'trigger': 'Suspendovana sekretarka', 'locations': ['Medicinskog fakulteta u Beogradu'], 'actors': [], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Nakon pritiska i mobinga.'}]"
2391,2627,sr,"[{'event_type': 'election', 'trigger': 'izbori', 'locations': [], 'actors': ['studentska lista'], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Podrška ako izbori budu u maju.'}]"
2392,2628,sr,[]
2393,2629,sr,[]
2394,2630,sr,[]
2395,2631,sr,[]
2396,2632,sr,[]
2397,2633,sr,[]
2398,2634,sr,[]
2399,2635,sr,[]
2400,2636,sr,[]
2401,2637,sr,[]
2402,2638,sr,[]
2403,2639,sr,[]
2404,2640,sr,[]
2405,2641,sr,[]
2406,2642,sr,[]
2407,2643,sr,[]
2408,2644,sr,"[{'event_type': 'resignation', 'trigger': 'Smenjen', 'locations': [], 'actors': ['Marko Parezanović'], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Načelnik BIA.'}]"
2409,2645,sr,"[{'event_type': 'injury_death', 'trigger': 'upucan', 'locations': ['Durmitor'], 'actors': [], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Drug navijača Partizana, ranije ubijenog.'}]"
2410,2646,sr,"[{'event_type': 'strike_boycott', 'trigger': 'štrajka', 'locations': [], 'actors': [], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Štrajk u Narodnom pozorištu.'}]"
2411,2647,sr,"[{'event_type': 'election', 'trigger': 'Žreb', 'locations': [], 'actors': [], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Redosled na glasačkom listiću izazvao kritike.'}]"
2412,2648,sr,"[{'event_type': 'protest', 'trigger': 'blokadi', 'locations': [], 'actors': ['Studenti'], 'time_mentions': ['28. decembra'], 'confidence': 0.9, 'notes': ""Slogan 'dođi, potpiši pobedu'.""}]"
2413,2649,sr,[]
2414,2650,sr,"[{'event_type': 'protest', 'trigger': 'Protest sudija, tužilaca i advokata', 'locations': [], 'actors': [], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Pravosuđe na meti.'}]"
2415,2651,sr,[]
2416,2652,sr,[]
2417,2653,sr,[]
2418,2654,sr,[]
2419,2655,sr,[]
2420,2656,sr,"[{'event_type': 'election', 'trigger': 'izbore', 'locations': [], 'actors': [], 'time_mentions': ['28. decembra'], 'confidence': 0.9, 'notes': 'Registrovano preko 70.000 birača.'}]"
2421,2657,sr,[]
2422,2658,sr,"[{'event_type': 'injury_death', 'trigger': 'Požar', 'locations': ['ŠIK u Kučevu'], 'actors': [], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Dvoje povređeno.'}]"
2423,2659,sr,"[{'event_type': 'other', 'trigger': 'najavljuju radikalne poteze', 'locations': [], 'actors': ['Prevoznici iz BiH i Srbije'], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Nezadovoljstvo pravilima EU.'}]"
2424,2660,sr,"[{'event_type': 'injury_death', 'trigger': 'povređena', 'locations': ['Zemun'], 'actors': [], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Dva dečaka lakše povređena u saobraćajnoj nezgodi.'}]"
2425,2661,sr,[]
2426,2662,sr,[]
2427,2663,sr,[]
2428,2664,sr,[]
2429,2665,sr,"[{'event_type': 'injury_death', 'trigger': 'Požar', 'locations': ['ŠIK u Kučevu'], 'actors': [], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Sumnja na povređene.'}]"
2430,2666,sr,[]
2431,2667,sr,[]
2432,2668,sr,[]
2433,2669,sr,"[{'event_type': 'protest', 'trigger': 'Protest podrške', 'locations': [], 'actors': ['Radivoju Jovoviću'], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Profesor dvostruko kućni pritvor.'}]"
2434,2670,sr,[]
2435,2671,sr,[]
2436,2672,sr,[]
2437,2673,sr,[]
2438,2674,sr,"[{'event_type': 'injury_death', 'trigger': 'upucan', 'locations': ['Novi Beograd'], 'actors': [], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Navijač Partizana, možda meta Alibeg.'}]"
2439,2675,sr,"[{'event_type': 'strike_boycott', 'trigger': 'Štrajk upozorenja', 'locations': [], 'actors': [], 'time_mentions': [], 'confidence': 0.9, 'notes': 'U Narodnom pozorištu, traže i smenu ministra kulture.'}]"
2440,2676,sr,[]
2441,2677,sr,[]
2442,2678,sr,[]
2443,2679,sr,[]
2444,2680,sr,[]
2445,2681,sr,[]
2446,2682,sr,[]
2447,2683,sr,[]
2448,2684,sr,[]
2449,2685,sr,"[{'event_type': 'arrest', 'trigger': 'hapšenje', 'locations': ['Beograd'], 'actors': [""'škaljaraca'""], 'time_mentions': [], 'confidence': 0.9, 'notes': None}]"
2450,2686,sr,"[{'event_type': 'injury_death', 'trigger': 'upucan', 'locations': ['Novi Beograd'], 'actors': [], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Policija traga za napadačem.'}]"
2451,2687,sr,"[{'event_type': 'arrest', 'trigger': 'uhapšena', 'locations': ['Beograd'], 'actors': [""'škaljaraca'""], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Po Interpolovoj poternici.'}]"
2452,2688,sr,"[{'event_type': 'protest', 'trigger': 'protestnu kolonu', 'locations': ['Šid'], 'actors': ['Policija', ""'filozofi'""], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Podsećanje na početak blokada u Nišu.'}]"
2453,2689,sr,[]
2454,2690,sr,[]
2455,2691,sr,"[{'event_type': 'protest', 'trigger': 'dočekali studente', 'locations': ['Šid'], 'actors': ['Šiđani'], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Baklje, ovacije i pesma.'}]"
2456,2692,sr,[]
2457,2693,sr,[]
2458,2694,hr,[]
2459,2695,sr,"[{'event_type': 'protest', 'trigger': 'protest', 'locations': ['kod Palate pravde'], 'actors': ['Studenti'], 'time_mentions': ['ponedeljak', '11h'], 'confidence': 0.9, 'notes': 'Suđenje za devetoro uhapšenih na Vidovdan.'}]"
2460,2696,sr,[]
2461,2697,sr,[]
2462,2698,sr,[]
2463,2699,sr,"[{'event_type': 'international_reaction', 'trigger': 'podržali', 'locations': [], 'actors': ['Evropski zeleni'], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Podrška građanima Srbije i ZLF za demokratiju.'}]"
2464,2700,und,[]
2465,2701,und,"[{'event_type': 'march_walk', 'trigger': 'krenuli peške', 'locations': ['Sremska Mitrovica', 'Šid'], 'actors': ['Studenti iz Sremske Mitrovice'], 'time_mentions': [], 'confidence': 0.9, 'notes': None}]"
2466,2702,und,[]
2467,2703,und,"[{'event_type': 'injury_death', 'trigger': 'povređeno', 'locations': ['kod Loznice'], 'actors': [], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Petoro povređeno'}]"
2468,2704,und,[]
2469,2705,und,"[{'event_type': 'other', 'trigger': 'napustila prostor', 'locations': ['ispred Skupštine Srbije'], 'actors': ['Dijana Hrka'], 'time_mentions': [], 'confidence': 0.8, 'notes': None}]"
2470,2706,und,"[{'event_type': 'traffic_blockade', 'trigger': 'Gužva', 'locations': ['kod TC Ušće na Novom Beogradu'], 'actors': [], 'time_mentions': [], 'confidence': 0.85, 'notes': None}]"
2471,2707,und,[]
2472,2708,und,[]
2473,2709,und,[]
2474,2710,und,"[{'event_type': 'institutional_blockade', 'trigger': 'osudila suspendovanje', 'locations': ['Beogradu'], 'actors': ['Neformalna grupa nastavnika'], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Suspendovanje sekretarke Medicinskog fakulteta'}]"
2475,2711,und,"[{'event_type': 'strike_boycott', 'trigger': 'najavili štrajk', 'locations': [], 'actors': ['Glumci Narodnog pozorišta'], 'time_mentions': ['dan otvaranja pozorišta'], 'confidence': 0.9, 'notes': None}]"
2476,2712,und,[]
2477,2713,und,[]
2478,2714,und,[]
2479,2715,und,"[{'event_type': 'injury_death', 'trigger': 'pronađena', 'locations': ['Čačku'], 'actors': [], 'time_mentions': [], 'confidence': 0.85, 'notes': 'Tri beživotna tela'}]"
2480,2716,und,"[{'event_type': 'protest', 'trigger': 'pozvali na protest', 'locations': [], 'actors': ['Studenti'], 'time_mentions': ['nedelju'], 'confidence': 0.9, 'notes': 'Podrške Radivoju Jovoviću'}]"
2481,2717,und,[]
2482,2718,und,[]
2483,2719,und,[]
2484,2720,und,[]
2485,2721,und,[]
2486,2722,und,[]
2487,2723,und,[]
2488,2724,und,[]
2489,2725,und,[]
2490,2726,und,"[{'event_type': 'other', 'trigger': 'ukinuto', 'locations': [], 'actors': ['Zoranu Jotiću Jotki'], 'time_mentions': [], 'confidence': 0.8, 'notes': 'Ukinut pritvor'}]"
2491,2727,und,[]
2492,2728,und,[]
2493,2729,und,[]
2494,2730,und,"[{'event_type': 'government_response_policy', 'trigger': 'pojačao prisustvo', 'locations': ['Kosova'], 'actors': ['KFOR'], 'time_mentions': [], 'confidence': 0.85, 'notes': None}]"
2495,2731,und,[]
2496,2732,und,[]
2497,2733,und,[]
2498,2734,und,[]
2499,2735,und,"[{'event_type': 'other', 'trigger': 'izašao iz zatvora', 'locations': [], 'actors': ['Miša Bačulov'], 'time_mentions': [], 'confidence': 0.8, 'notes': None}]"
2500,2736,und,[]
2501,2737,und,[]
2502,2738,und,[]
2503,2739,und,[]
2504,2740,und,[]
2505,2741,und,[]
2506,2742,und,"[{'event_type': 'government_response_policy', 'trigger': 'Mirna primopredaja', 'locations': ['severu Kosova'], 'actors': ['EU'], 'time_mentions': [], 'confidence': 0.85, 'notes': None}]"
2507,2743,und,[]
2508,2744,und,[]
2509,2745,und,[]
2510,2746,und,[]
2511,2747,und,[]
2512,2748,und,[]
2513,2749,und,[]
2514,2750,und,"[{'event_type': 'injury_death', 'trigger': 'pronađeno', 'locations': ['Subotici'], 'actors': [], 'time_mentions': [], 'confidence': 0.85, 'notes': 'Telo mladića u automobilu'}]"
2515,2751,und,[]
2516,2752,und,[]
2517,2753,und,[]
2518,2754,und,[]
2519,2755,und,[]
2520,2756,und,[]
2521,2757,und,[]
2522,2758,und,[]
2523,2759,und,[]
2524,2760,und,"[{'event_type': 'other', 'trigger': 'ukinuto', 'locations': [], 'actors': ['Miši Bačulovu'], 'time_mentions': [], 'confidence': 0.8, 'notes': 'Ukinut pritvor'}]"
2525,2761,und,[]
2526,2762,und,[]
2527,2763,und,[]
2528,2764,und,[]
2529,2765,und,[]
2530,2766,und,[]
2531,2767,und,[]
2532,2768,und,"[{'event_type': 'arrest', 'trigger': 'Uhapšen', 'locations': ['Đakovice'], 'actors': ['Muškarac'], 'time_mentions': [], 'confidence': 0.85, 'notes': 'Zbog ručno napravljene tablice'}]"
2533,2769,und,[]
2534,2770,und,[]
2535,2771,und,"[{'event_type': 'arrest', 'trigger': 'uhapšen', 'locations': ['Novom Sadu'], 'actors': ['Profesor srednje škole'], 'time_mentions': [], 'confidence': 0.85, 'notes': 'Prikazivao pornografske snimke učenicima'}]"
2536,2772,und,[]
2537,2773,und,[]
2538,2774,und,[]
2539,2775,und,[]
2540,2776,und,"[{'event_type': 'investigation_charges_trial', 'trigger': 'pretresa', 'locations': ['Moldaviji'], 'actors': ['policija'], 'time_mentions': [], 'confidence': 0.85, 'notes': 'Članovi grupe obučavane u Srbiji'}]"
2541,2777,und,[]
2542,2778,und,[]
2543,2779,und,[]
2544,2780,und,[]
2545,2781,und,[]
