,label,confidence,rationale
236,related,0.74,"Naslov govori o pravnim pretnjama medijima (N1, Nova, Danas) zbog izveštavanja o vezama Telekoma i United Group, što je tema iz domena medija, prava i telekomunikacija i deluje kao relevantna vest o odnosima između ovih aktera."
237,related,0.74,"Rečenica je na srpskom i izgleda kao naslov/vest o porastu nivoa vode u Borskom jezeru; bez dodatnog konteksta nije moguće preciznije povezivanje, ali tema je jasna i koherentna."
238,related,0.62,"Naslov govori o ukidanju vozova između Beograda i Lazarevca, što je tema javnog prevoza/železnice u Beogradu."
239,related,0.62,"Naslov je na srpskom i deluje kao vest o incidentu na Medicinskom fakultetu u kojem Darija Kisić navodno uništava maketu sa likom Miloša Pavlovića; bez dodatnog konteksta ne mogu potvrditi tačnost, ali tema je jasno definisana."
240,related,0.62,"Naslov govori o protestu u Čačku zbog hapšenja nakon koncerta Ane Bekute; deluje kao vest o građanskim protestima i policijskim merama, što je tematski povezano sa društveno-političkim dešavanjima."
241,related,0.74,"Tekst je na srpskom i izgleda kao naslov/vest o incidentu (pucnjava na policiju) u selu kod Kuršumlije; bez dodatnog konteksta nije jasno na šta se tačno odnosi, ali deluje tematski koherentan kao vest."
242,related,0.74,"Naslov se odnosi na napad na novinarku i meru kućnog pritvora za napadača, što je tipično za rubriku vesti/crna hronika i pravosuđe."
243,uncertain,0.62,"Izjava je na srpskom i deluje kao vest/tvrdnja o broju potpisnika pisma podrške profesorki Jeleni Kleut, ali bez dodatnog konteksta (izvor, datum, tema) ne mogu pouzdano proceniti na šta se tačno odnosi niti da li je povezano sa prethodnim sadržajem."
244,related,0.74,"Naslov govori o političkoj temi (zakoni, hitnost, promene Ustava) i deluje kao izjava/komentar u kontekstu domaće politike, što je u skladu sa tipičnim vestima o političkim dešavanjima."
245,related,0.74,"Naslov je na srpskom i govori o navodnoj prostačkoj izjavi ministra kulture Selakovića na sednici, što upućuje na političko-društvenu vest/izjavu javnog funkcionera."
246,uncertain,0.62,"Izjava je proverljiva, ali bez izvora/konteksta (da li se odnosi na ukupne planirane investicije, konkretne projekte ili kombinaciju budžeta i kredita) ne mogu pouzdano potvrditi tačnost iznosa i roka."
247,related,0.62,"Tekst je na srpskom i deluje kao naslov/izjava o lokalnoj političko-budžetskoj aferi u Čačku, uz pominjanje Ane Bekute; bez dodatnog konteksta nije jasno na šta tačno cilja, ali tema je javna potrošnja i lokalna politika."
248,related,0.62,"Izgleda kao naslov/izjava o politici i pravosuđu u Srbiji; bez dodatnog konteksta ne može se preciznije odrediti, ali tema je jasno društveno-politička."
249,related,0.62,"Naslov govori o upozorenju Elektrodistribucije na lažne letke upućene građanima Banovog brda u Beogradu, što je tema iz domena javnih obaveštenja/komunalnih usluga i lokalnih vesti."
250,related,0.74,"Naslov govori o saobraćajnom incidentu i policijskoj intervenciji (MUP, nasilnička vožnja), što je tipično za rubriku crne hronike/saobraćaj i deluje kao vest."
251,related,0.74,"Naslov govori o poseti mađarskog ministra Sijarta Beogradu i razgovorima o kupovini ruskog udela u NIS-u, što je tema vezana za energetiku/naftnu industriju i regionalne ekonomsko-političke odnose."
252,related,0.62,"Naslov se odnosi na politički dijalog i međusobno priznanje u kontekstu sastanka sa izaslanikom EU, što je tipično povezano sa temama regionalnih odnosa i EU posredovanja."
253,related,0.74,"Naslov govori o političko-pravnom pitanju (set zakona, tužioci, disciplina/kontrola), što je tipično za vest/izjavu u kontekstu pravosuđa i politike."
254,related,0.62,"Naslov je na srpskom i govori o političkoj raspravi u Skupštini i izmenama zakona, što je tipično za domaće političke vesti; bez dodatnog konteksta nije moguće preciznije odrediti temu ili izvor."
255,uncertain,0.56,"Naslov je na srpskom i deluje kao medijski tekst o tužbama protiv „Apoteka Beograd“, ali bez konteksta (npr. na šta treba da bude „related“ ili „unrelated“) ne mogu pouzdano odrediti relevantnost/odnos."
256,related,0.74,"Naslov govori o izmenama pravosudnih zakona i njihovom odnosu prema ustavnim promenama koje je inicirao SNS, što je tema političko-pravnih reformi i ustavnog poretka."
257,related,0.74,"Naslov se odnosi na slučaj Ćuruvija i pravne radnje (prijava protiv sudija Apelacionog suda) povezane s tim slučajem, što ukazuje na direktnu tematsku vezu."
258,related,0.74,"Naslov govori o lokalnoj samoupravi (Čačak) i naplati korišćenja javnih površina (trotoara i saobraćajnica), što je tema javnih taksi/komunalnih naknada i lokalne politike."
259,related,0.62,"Naslov je na srpskom i govori o pravosuđu/sudstvu i predlozima izmena, što se uklapa u temu javnih/političkih vesti; bez dodatnog konteksta ne može se preciznije odrediti."
260,related,0.74,"Naslov govori o stavu Društva sudija Srbije i Nacionalnog konventa o donošenju zakona po hitnom postupku, što je tema iz oblasti zakonodavne procedure i pravosuđa."
261,related,0.62,"Naslov se odnosi na političke pregovore/dijalog nakon posete Prištini, što je tipično povezano sa temama regionalne diplomatije i razgovora između strana."
262,related,0.74,"Naslov govori o podršci zborа građana optuženima za napad na policiju ispred DUNP-a, što je tema iz domena lokalnih vijesti/društveno-političkih događaja."
263,related,0.74,"Naslov govori o Ivici Dačiću i incidentu u Čačku u kojem je Ana Bekuta gađana; deluje kao vest iz Srbije o identifikaciji počinilaca, što je uobičajeno za političko/bezbednosne teme."
264,related,0.86,"Naslov govori o krizi u poljoprivredi i mlečnom sektoru (mlekare smanjuju otkup, proizvođači kritikuju Ministarstvo), što je tipično povezano sa temama agrarne politike i ekonomskih problema u poljoprivredi."
265,related,0.74,"Naslov govori o navodnom policijskom premlaćivanju i pokretanju preliminarne istrage, što se uklapa u teme policijskog postupanja i istraga."
266,related,0.74,Naslov govori o izjavi Teodorovića o koncertu u Čačku i kritici zbog nestanka struje i vode; tema je društveno-politička reakcija na lokalni događaj i infrastrukturalni problem.
267,related,0.62,"Naslov govori o Vučićevim odnosima sa Trampom Juniorom i njegovoj najavi dolaska u Beograd; bez dodatnog konteksta pretpostavljam da je tema političko-diplomatska vest, što je verovatno povezano sa aktuelnim političkim događajima."
268,related,0.74,"Naslov govori o medijskoj emisiji sa snimcima praćenja i tvrdnji da to predstavlja protivpravno zastrašivanje, što je tema iz domena politike/društva i potencijalnih zloupotreba nadzora, tipično povezano sa aktuelnim vestima."
269,related,0.74,"Naslov govori o političkoj izjavi i osudi napada na studente, uz tvrdnju da kampanju vode opozicionari pred izbore—tema je društveno-politička i izborna."
270,uncertain,0.55,"Naslov na srpskom znači da je vanredna situacija i dalje na snazi u osam opština, ali bez dodatnog konteksta nije jasno na šta se tačno odnosi (npr. vremenske nepogode, poplave, požari) niti u odnosu na koju temu treba proceniti povezanost."
271,related,0.62,"Naslov se odnosi na politička dešavanja u Skupštini i stav pokreta Ekološki ustanak, što je tipično za domaće političke vesti; bez dodatnog konteksta nije moguće preciznije povezivanje, ali tema deluje koherentno i vezana za aktuelnu politiku."
272,related,0.62,"Naslov se odnosi na političku izjavu/vest o delegaciji Evropskog parlamenta i demantiju izjava Vučića i Brnabić, što je tipično za rubriku političkih/aktuelnih vesti."
273,related,0.78,"Naslov govori o Balkanu i rastućem jazu između zemalja članica EU i onih van EU, što je tipično za teme evropskih integracija i regionalnih razlika."
274,related,0.74,"Naslov govori o hapšenju u vezi sa napadom ispred Opštine Zvečan 2023. godine, što je tipična vest iz domena bezbednosti/pravosuđa i aktuelnih događaja."
275,related,0.62,"Naslov je na srpskom i deluje kao vest o događaju u Prvoj niškoj gimnaziji (smena direktora, policijska intervencija). Bez dodatnog konteksta nije moguće preciznije odrediti temu ili izvor, ali je jasno da je u pitanju aktuelna lokalna vest."
276,related,0.74,"Naslov je na srpskom i odnosi se na političku izjavu Ane Brnabić o događaju u Čačku i podršci za Bekutu, što je tipično za domaće političko-društvene vesti."
277,related,0.74,"Tekst izgleda kao naslov/sažetak vesti ili izveštaja o stanju lokalnih medija u Srbiji (ANEM istraživanje, 2025, ocena 2,23), što je tipično za medijske/novinske sadržaje."
278,related,0.74,"Naslov govori o dugotrajnoj buci iz roler-igraonice i pritužbama stanara (noćno buđenje, udarci u zid), što je tipično za temu komunalnih problema/uznemiravanja bukom u stambenim zgradama."
279,related,0.74,"Izjava tvrdi da se Vučić obraća kao predsednik Vlade umesto predsednika Republike i da time krši Ustav; to je političko-pravna tvrdnja o ustavnim ovlašćenjima i javnom nastupu predsednika, što je koherentna i proverljiva tema."
280,related,0.62,"Naslov se odnosi na političku izjavu Ane Brnabić o poseti poslanika Evropskog parlamenta; bez dodatnog konteksta nije jasno na šta tačno treba da bude 'related', ali tema je aktuelna politika/EU odnosi."
281,related,0.74,"Tekst se odnosi na uhodavanje (pilot/puštanje u rad) SPIRI sistema i otvaranje novih računa fakulteta, što je tipično povezano sa finansijskim/računovodstvenim informacionim sistemom."
282,related,0.74,"Tekst je na B/H/S i zvuči kao naslov/izjava o nacrtu zakona o transplantaciji, s kritikom da je manjkav i bez uključenih ključnih aktera (npr. pacijenata/donora). Bez dodatnog konteksta nije jasno na šta se tačno odnosi, ali tema je prepoznatljiva."
283,related,0.74,"Naslov govori o infrastrukturnom problemu (pukotine u podzemnom prolazu na železničkoj stanici Zemun) i zabrinutosti građana, što je tipično za lokalne vesti/bezbednost i održavanje javne infrastrukture."
284,related,0.78,"Naslov opisuje lokalni incident (pukla cev, poplava ulice, otežan saobraćaj) i deluje kao vest/izveštaj o događaju; bez dodatnog konteksta nije jasno na šta tačno treba da bude 'related', ali sadržaj je koherentan i tematski jedinstven."
285,related,0.74,"Rečenica opisuje vremensku prognozu (znatno toplije vreme, maksimalna temperatura do 11°C), što je tipičan meteorološki naslov/vest."
286,related,0.74,"Naslov govori o radu Skupštine Srbije i zakonodavnim/pravosudnim nadležnostima (sudovi i tužilaštva), što spada u političko-pravne vesti; bez dodatnog konteksta nije moguće preciznije povezivanje, ali tema je jasno iz domena unutrašnje politike i pravosuđa."
287,related,0.74,Tekst je na srpskom i izgleda kao naslov/tema o izmenama u javnom prevozu zbog radova kod stanice Novi Beograd do 8. marta; bez dodatnog konteksta pretpostavljam da je relevantno za informacije o saobraćaju/javnom prevozu.
288,uncertain,0.42,"Upit je nedovršen: 'Na današnji dan, 14. januar' ne navodi šta tačno tražite (događaje u istoriji, rođendane, praznike, vijesti, itd.)."
289,related,0.62,Naslov opisuje uhićenje zbog krađe hrane (šunka i kulen) iz pušnice; bez dodatnog konteksta pretpostavljam da se odnosi na kriminalni događaj i uhićenje.
290,related,0.62,"Naslov opisuje protest u Čačku zbog trošenja javnog novca na koncert i incident sa Anom Bekutom; deluje kao vest o lokalnoj politici/javnoj potrošnji i događaju, ali bez dodatnog konteksta nije jasno na šta tačno treba da bude 'related'."
291,related,0.62,"Naslov se odnosi na političku najavu napuštanja institucija zbog inicijative o otpadnim vodama; bez dodatnog konteksta nije jasno na šta tačno treba da bude 'related', ali tema je javna politika/institucije i infrastruktura."
292,related,0.74,"Tekst je na srpskom i govori o Marku Brnoviću i Trampovoj nominaciji za ambasadora u Srbiji; tema deluje kao političko/vesti o ambasadoru, što je verovatno u okviru traženog domena."
293,related,0.62,"Naslov je na srpskom i deluje kao vremensko upozorenje (RHMZ – Republički hidrometeorološki zavod) o poledici tokom noći, što je tipično za vesti/obaveštenja o vremenu i bezbednosti u saobraćaju."
294,uncertain,0.56,"Naslov je na srpskom i deluje kao politička izjava/vest o ponašanju vlasti i rejtingu, ali bez dodatnog konteksta nije jasno na šta tačno treba da se odnosi ili s čim da se poveže, pa je teško pouzdano odrediti relaciju."
295,related,0.86,"Naslov govori o nestancima struje i oštećenjima vodova zbog snega i pada stabala, što je tipično za teme o infrastrukturi/energetici i vremenskim nepogodama."
296,related,0.74,"Naslov govori o sukobu vlasti sa TOK-om i idejom odgovornosti, što je tipično za političko-pravne teme i javnu odgovornost institucija."
297,related,0.74,"Naslov je na srpskom i deluje kao vest/izveštaj o iskazu (svedočenju) Milana Vukašinovića, što je tipično za sadržaj portala Nova.rs; bez dodatnog konteksta ne može se preciznije odrediti tema, ali je jasno da je u pitanju aktuelna vest o incidentu/pucnjavi."
298,related,0.86,"Naslov govori o studentskom protestu i objavljivanju ideja za borbu protiv korupcije, što je tema vezana za društveno-politička dešavanja i antikorupcijske inicijative."
299,related,0.78,"Naslov se odnosi na bezbednosne i političke izazove za Srbe na Kosovu i pominje Srpsku listu i NATO, što je uobičajena tema političko-bezbednosnih vesti o Kosovu."
300,related,0.74,"Naslov se odnosi na političku temu u Srbiji (Vučić) i pitanje postupanja Srbije po nalogu izraelske policije za hapšenje Ajnhorna, što je u domenu politike/pravosuđa i međunarodne saradnje."
301,related,0.86,"Naslov govori o kontroli medijskog prostora i jačanju političkog uticaja kroz vlasništvo Telekoma nad medijima u Srbiji, što je tipično povezano s temama medijske koncentracije, političkog uticaja i slobode medija."
302,related,0.62,"Naslov je na srpskom i govori o pokušaju šverca cigareta iz Srbije ka Grčkoj; bez dodatnog konteksta pretpostavljam da je tema vezana za regionalne vesti/kriminal, što je verovatno u okviru traženog domena."
303,uncertain,0.62,"Naslov implicira politički događaj vezan za misiju Evropskog parlamenta i evropske integracije, ali bez dodatnog konteksta nije jasno na šta se tačno odnosi niti da li je tvrdnja proverljiva ili ko je „vrh vlasti“."
304,related,0.74,"Naslov govori o Vučiću u video-spotu podrške Orbanu zajedno sa liderima nemačke i francuske krajnje desnice, što se uklapa u političke teme i međunarodne odnose u regionu."
305,uncertain,0.55,Bez dodatnog konteksta ili izvora nije moguće pouzdano utvrditi na koga se tačno odnosi vest (postoji više osoba sa sličnim imenom) niti potvrditi tačnost navoda.
306,related,0.74,"Naslov govori o lokalnoj vlasti u Kragujevcu, obmani građana i blokadi prilaza ambulanti, što je tipično za vest/političko-komunalnu temu."
307,related,0.74,"Naslov govori o povučenom naučnom članku o litijumu i mogućem uticaju ljudi povezanih s Rio Tintom, što se uklapa u teme litijuma/rudarstva i korporativnog uticaja na nauku."
308,related,0.74,"Naslov govori o policiji i krivičnoj prijavi zbog vandalizma (lomljenje prozora i vrata Patrijaršije SPC), što spada u temu kriminala/javnog reda i bezbednosti."
309,related,0.74,"Naslov govori o napadima tabloida na RTS i političkom pritisku/pravdanju javnog servisa, što je uobičajena tema medijskih i političkih odnosa u Srbiji."
310,related,0.74,Tekst je politička vest/analiza o mogućoj promeni na čelu BIA (Vučević umesto Orlića) i kontekstu oko Vučića i plenuma; naslov i sadržaj su tematski povezani.
311,related,0.74,"Tekst je na srpskom i govori o promeni režima rada linija GSP u određenoj ulici zbog radova, što liči na obaveštenje/vest o izmenama javnog prevoza."
312,related,0.62,"Naslov govori o studentskoj akciji prikupljanja donacija za ugrožene porodice, što je tipično društveno/komunitarno-humanitarno dešavanje i deluje povezano sa temama lokalnih vesti i humanitarnih inicijativa."
313,related,0.74,"Naslov govori o bezbednosti i oštećenju nadvožnjaka kod Autokomande, što je tema javne infrastrukture i saobraćajne bezbednosti; bez dodatnog konteksta nije jasno na šta se tačno odnosi, ali deluje tematski povezano."
314,related,0.74,"Upit se odnosi na vest/događaj (pala novogodišnja rasveta u ulici Kneza Miloša u Beogradu) i traži foto/video sadržaj, što je tipično za lokalne vesti ili objave na mrežama."
315,related,0.74,"Naslov govori o političkoj kampanji vlasti i pokušaju diskreditacije misije Evropskog parlamenta, što je u domenu politike/EU institucija i javnih poslova."
316,related,0.62,"Tekst je na srpskom i deluje kao politička vest/izjava o opoziciji, EU institucijama i Vučiću; bez dodatnog konteksta pretpostavljam da je u okviru iste teme (politika/Srbija-EU)."
317,related,0.62,"Naslov govori o odboru za pravosuđe i predlogu Skupštini da usvoji set pravosudnih zakona, što je tipična političko-institucionalna vest o zakonodavstvu i pravosuđu."
318,related,0.74,"Naslov se odnosi na regulatornu istragu (Ofcom) o masovnim AI zloupotrebama i potencijalnom procesuiranju velikog broja korisnika, što je u domenu AI politike, regulacije i odgovornosti korisnika/platfomi (uključujući Grok)."
319,related,0.74,"Naslov govori o saobraćaju i funkcionisanju grada tokom snega, što je tipično povezano sa temama javnog prevoza, infrastrukture i upravljanja saobraćajem."
320,related,0.62,"Naslov govori o političkoj izjavi (Đilas) i potencijalnom zakonu o preuzimanju upravljanja NIS-om; deluje kao vest/tema iz politike i energetike u Srbiji, ali bez dodatnog konteksta nije moguće preciznije povezivanje."
321,related,0.62,"Tekst je naslov/izjava na srpskom o Ajnhornu i njegovom delovanju/poziciji u Srbiji; bez dodatnog konteksta nije jasno na šta se tačno odnosi, ali deluje kao političko-medijska tema."
322,related,0.62,"Naslov je na srpskom i govori o lokalnom događaju (izmeštanje kamiona koji blokiraju prilaz ambulanti u Kragujevcu), što deluje kao vest iz Srbije i tematski je u domenu aktuelnih događaja."
323,related,0.74,"Naslov je na srpskom i odnosi se na političku izjavu Ane Brnabić o opozicionim „blokaderima” i dolasku evroparlamentaraca, što je tipičan političko-vesti kontekst."
324,related,0.62,"The headline references a public exchange involving Lončar and availability of saline solution in pharmacies, which aligns with health/pharmacy supply topics."
325,related,0.74,"Naslov govori o događajima u UKP i dolasku Krička, što je tipično za političko/bezbednosne vesti; bez dodatnog konteksta ne može se preciznije povezati, ali tema je jasno iz domena unutrašnjih poslova i kadrovskih promena."
326,related,0.62,"Naslov je na srpskom i govori o lokalnom protestu/blokadi u Nišu zbog isključenja struje; bez dodatnog konteksta deluje kao vest iz Srbije, ali nije jasno na šta tačno treba da bude 'related'."
327,uncertain,0.62,"Izjava je na B/H/S jeziku i izgleda kao naslov/teza o pravosuđu i proceduri, ali bez dodatnog konteksta nije jasno na šta se tačno odnosi (ko je VJT, koji zakoni, koja procedura), pa je teško pouzdano klasifikovati."
328,related,0.74,"Naslov se odnosi na otvoreno pismo i zahtev roditeljskog udruženja upućen gradonačelniku Šapiću o ukidanju video-nadzora u beogradskim vrtićima i školama, što je tema javne politike/obrazovanja i privatnosti."
329,uncertain,0.62,"Poruka na srpskom poziva na slanje SMS koda (302) na kratki broj (2407), što liči na humanitarnu donaciju, ali bez konteksta nije moguće potvrditi legitimnost ili tačnu namenu."
330,related,0.74,"The headline discusses Serbia’s EU membership goal and the stance of current authorities in Belgrade, which aligns with EU accession and domestic political intent."
331,related,0.74,"Naslov govori o zakonu i transplantaciji organa (pravo odlučivanja o doniranju/transplantaciji), što je u istoj tematskoj oblasti kao i zdravstvena politika i transplantacije."
332,related,0.62,Naslov govori o povredama i medicinskoj pomoći zbog padova na ledu u Nišu u poslednja 24 časa; deluje kao lokalna vest o vremenskim uslovima i posledicama.
333,related,0.62,"Naslov govori o stabilizaciji situacije u Sjenici nakon padavina i zadržavanju vanrednog stanja zbog snežnih nanosa, što je tipično povezano sa vremenskim nepogodama i vanrednim merama."
334,related,0.74,"Naslov govori o ukidanju vanredne situacije u Loznici i otklanjanju kvarova na elektro-mreži, što je tipično povezano s lokalnim vanrednim događajem (npr. nevreme/poplave) i sanacijom infrastrukture."
335,related,0.72,"Tekst je na srpskom i govori o višednevnom nestanku struje u mestu Donji Dubac i ponavljajućem problemu, što je tipično za lokalne vesti/komunalne probleme. Bez dodatnog konteksta o temi klasifikacije, najverovatnije spada u istu kategoriju."
336,related,0.74,"Naslov govori o istraživanju Reutersovog instituta i ulozi influensera u preuzimanju funkcija tradicionalnih medija, što je tema vezana za medije, informisanje i digitalne platforme."
337,related,0.62,"Naslov se odnosi na pravosuđe i zakonodavnu proceduru (povlačenje seta pravosudnih zakona iz skupštinske procedure), što je tipično za političko-pravne/pravosudne teme."
338,related,0.74,"Tekst je na srpskom i govori o studentima u Novom Sadu koji za N1 predstavljaju izborne ideje, posebno borbu protiv korupcije—što je tipično političko/izborno-tematsko saopštenje."
339,related,0.74,"Naslov govori o tenderu za tramvaje, navodnoj prepisanoj specifikaciji i višoj ceni po vozilu, što je tema javne nabavke/transporta i potencijalnih nepravilnosti."
340,related,0.74,"Naslov se odnosi na Nacionalni konvent o EU i hitne izmene pravosudnih zakona, što je povezano sa evropskim integracijama i usklađivanjem sa EU standardima."
341,related,0.62,Naslov govori o tvrdnji ministra Lončara da je priča o nestašici fiziološkog rastvora u zdravstvenim ustanovama laž i da su bolnice bile snabdevene; tema je zdravstvo i snabdevanje bolnica.
342,related,0.62,"Naslov opisuje pucnjavu u lokalu u Dečanu sa ranjenima i hapšenjem osumnjičenog, što spada u vest o kriminalu/incidentu i javnoj bezbednosti."
343,related,0.62,Tekst je naslov/vest na srpskom o protestu u Čačku povodom koncerta za doček srpske Nove godine; bez dodatnog konteksta deluje kao aktuelna društveno-politička tema.
344,related,0.74,"Naslov govori o bivšem inspektoru i tvrdnji da su obaveštajne službe dozvolile kompromitaciju državnog vrha, što spada u političko-bezbednosne teme i medijsko izveštavanje (Informer)."
345,uncertain,0.62,"Naslov je na srpskom i deluje kao vest o navodima roditelja protiv direktora škole, ali bez dodatnog konteksta nije jasno na šta tačno treba da se odnosi (npr. tema razgovora ili prethodni sadržaj), pa je teško pouzdano odrediti relevantnost."
346,related,0.74,"Tekst je naslov na srpskom o političkoj temi: reakcija vlasti na posetu delegacije Evropskog parlamenta, uz izjave Aleksića i Lazovića. Deluje kao vest/politički komentar, pa je verovatno relevantno u kontekstu političkih događaja i međunarodnih odnosa."
347,related,0.86,"Pitanje je na srpskom i odnosi se na politički kontekst (Vučić i mogućnost kohabitacije), što je u domenu opštih političkih tema i analize."
348,related,0.74,"Naslov govori o farmaceutkinji i stabilizaciji snabdevanja fiziološkim rastvorom u apotekama, što je tema iz oblasti zdravstva/farmacije i dostupnosti medicinskih proizvoda."
349,related,0.74,"Upit je na srpskom i odnosi se na odložene dolaske letova iz više evropskih gradova na beogradski aerodrom, što je tipično za informacije o statusu letova/vesti o aerodromu."
350,related,0.62,"Rečenica je na srpskom i izgleda kao naslov/vest o broju povreda zbog padova na ledu u Urgentnom centru u Novom Sadu; bez dodatnog konteksta nije jasno na šta tačno treba da bude povezana, ali deluje kao relevantna informacija iz domena vesti/javnog zdravlja."
351,uncertain,0.55,"Naslov govori o botovskim napadima na Instagram naloge medija i prijavi tužilaštvu, ali bez dodatnog konteksta nije jasno na šta se tačno odnosi (koji medij, gde, povod) niti da li je povezano s nekom konkretnom temom."
352,related,0.74,"Naslov je na srpskom i deluje kao politička izjava/vest (Radovanović iz ZLF kritikuje „Mrdićeve zakone“ i pominje Kolegijum), što je tipično za domaće političke/medijske teme."
353,related,0.74,"Naslov implicira političku optužbu o korupciji u vezi sa javnim prevozom u Beogradu, što je tipično povezano sa temama lokalne politike, upravljanja gradom i javnih usluga."
354,related,0.74,"Tekst je naslov/izjava na srpskom o političko-bezbednosnom događaju (zasedanje Štaba) i pominje Vučića; deluje kao vest/politička tema, bez jasnog konteksta ali sadržajno koherentan."
355,related,0.74,"Naslov govori o skupštinskom Kolegijumu i vanrednoj sednici parlamenta sa objedinjenom raspravom, što je tipično za političko/parlamentarno izveštavanje i deluje kao relevantna vest iz te oblasti."
356,related,0.74,"Naslov opisuje problem bezbednosti u saobraćaju (kamioni blokiraju prilaz ambulanti, ugroženi pešaci/vozači, izostanak reakcije policije), što je tipično za lokalne vesti/komunalne i saobraćajne teme."
357,related,0.74,"Naslov govori o političkoj izjavi Aleksandra Vučića u vezi sa dolaskom evroparlamentaraca i odbijanju razgovora, što je tipična vest iz oblasti politike i međunarodnih odnosa."
358,related,0.62,"Naslov je na srpskom i govori o optužbi za trgovinu uticajem protiv predsednika skupštine (lokalne vlasti) Valjeva; bez dodatnog konteksta nije jasno na šta tačno treba da se odnosi, ali deluje kao političko/pravosudna vest."
359,related,0.78,"The headline describes a safety hazard at Autokomanda involving an unsafe underpass beneath an overpass due to a cracked ceiling section, which is a coherent, specific news-style report."
360,uncertain,0.62,"Naslov tvrdi da botovi šire laži o navodnom novom vlasniku N1 na mrežama, ali bez dodatnog konteksta ili izvora nije moguće potvrditi tačnost niti procijeniti da li je riječ o dezinformaciji ili stvarnoj vijesti."
361,related,0.74,"Rečenica je vest/izveštaj o broju pacijenata sa prelomima primljenih na ortopediji (Banjica) u poslednja 24 sata, što je tipično povezano sa zdravstvenim događajima i opterećenjem bolnice."
362,related,0.62,"Naslov se odnosi na politički događaj (poseta delegacije Evropskog parlamenta) i reakciju vlasti, što je tipično za političke vesti/komentare; bez dodatnog konteksta nije moguće preciznije klasifikovati."
363,related,0.74,"Tekst je politička izjava o Vučiću, EU delegaciji, članstvu Crne Gore u EU i vizama; deluje kao naslov/vest o regionalnoj politici i evropskim integracijama."
364,related,0.93,"Naslov se odnosi na stanje u saobraćaju (pojačan saobraćaj ka zimskim centrima i prohodnost puteva), što je tipična AMSS informacija o uslovima na putevima."
365,related,0.86,"Rečenica govori o dolasku toplijih dana i očekivanom otapanju snega, što su povezane pojave."
366,related,0.74,"Tekst govori o gradskoj upravi i Apoteci Beograd, uz temu koncesije i privatizacije, što upućuje na javnu politiku/privatizaciju gradskih službi."
367,related,0.74,"Naslov je na srpskom i govori o saobraćajnoj nesreći kod ""Laste"" sa povređenima, uključujući troje dece; deluje kao vest/incident i tematski je u okviru saobraćaja i javne bezbednosti."
368,related,0.86,"Izjava kritikuje nesposobnost vlasti da reši rutinsku situaciju (padavine, čišćenje snega), što je tipično političko/administrativno pitanje i spada u temu odgovornosti vlasti i upravljanja javnim službama."
369,related,0.62,Naslov je na srpskom i deluje kao vest/blog objava o ukidanju vanredne situacije u opštini Vladimirci nakon sednice Republičkog štaba; bez dodatnog konteksta tema je najverovatnije u domenu lokalnih/vanrednih vesti.
370,uncertain,0.62,"Naslov sugeriše temu o pravilima društvenih mreža i mogućoj cenzuri, ali bez dodatnog konteksta nije jasno na šta se tačno odnosi (koja zemlja/institucija, koji propisi) niti da li je tvrdnja o sankcijama zbog Viber prepiske potkrepljena konkretnim izvorom."
371,related,0.74,"Naslov govori o problemima sa infrastrukturom (struja, voda, telefon) i pitanju odgovornosti/plaćanja za nemar, što je tipično za lokalne vesti i javne usluge; bez dodatnog konteksta ne može se preciznije povezati sa konkretnom temom, ali deluje tematski povezano sa komunalnim problemima."
372,uncertain,0.55,"Naslov implicira političko/policijsku priču i pitanje o identitetu supruge premijera Macuta, ali bez dodatnog konteksta nije jasno na šta se tačno odnosi niti da li je tvrdnja proverljiva."
373,related,0.62,Naslov govori o političkom skupu u Beogradu (podrška Maduru) i prisustvu kubanske ambasadorke; to je tipično za rubriku spoljne politike/regiona i deluje kao vest o međunarodnim odnosima.
374,related,0.74,"Naslov opisuje probleme sa snabdevanjem električnom energijom u Ivanjici (nestanci struje, improvizovana infrastruktura, kvarovi uređaja, propadanje hrane), što je tipično za lokalne komunalne/energetske vesti."
375,related,0.62,"Izgleda kao naslov/izjava o političkoj temi u Vojvodini: DZVM i SVM, te odnos prema vojvođanskoj mađarskoj zajednici. Bez dodatnog konteksta nije jasno na šta tačno treba odgovoriti, ali tema je koherentna i međusobno povezana."
376,related,0.78,"Naslov je na srpskom i odnosi se na stanje vodostaja na rekama (Srbijavode), što je tipična vest o hidrološkim uslovima."
377,related,0.86,"Pitanje traži objašnjenje kako jedna advokatska kancelarija može istovremeno zastupati konkurentske kompanije (Telekom i United Group), što je tema sukoba interesa i pravila profesionalne etike u advokaturi."
378,related,0.74,"Naslov govori o blokadi ETF-a i problemu nestanka struje, uz zahtjev za stručnim kadrom u državnim preduzećima—tema je vezana za energetiku i upravljanje javnim preduzećima."
379,uncertain,0.55,"Naslov se odnosi na hrvatske medije i događaj u Beogradu nakon intoniranja hrvatske himne, ali bez dodatnog konteksta nije jasno na što se točno odnosi niti s čim bi trebalo biti povezano."
380,related,0.78,"Naslov govori o studentima u blokadi i demantiju da je Fejsbuk stranica ""Studentski Pokret Pumpaj"" njihova, što je u okviru teme studentskih protesta/blokada i organizovanja."
381,uncertain,0.62,"Naslov sugeriše politički protest i predstavljanje ideja izbornog programa, ali bez dodatnog konteksta nije jasno na šta se tačno odnosi niti da li je povezano s prethodnom temom/izvorom."
