,headline,url,datePublished,Related,doc_id,language,events
1007,"MUP: U napadu na policiju u Novom Sadu korišćeni kamenice, jaja, pirotehnička sredstva",https://www.rts.rs/vesti/politika/5777873/novi-sad-filozofski-studenti-protest-sukob-zandarmerija-policija-.html,"sreda, 27. avg 2025, 23:17 -> 23:32",vezano za proteste,1007,sr,"[{'event_type': 'clash_police_action', 'trigger': None, 'locations': ['Novi Sad'], 'actors': ['policija'], 'time_mentions': [], 'confidence': 0.8, 'notes': 'Attack on police with various objects.'}]"
1008,Delegacija Srpske liste razgovarala sa Trokazom o problemima Srba na AP KiM,https://www.rts.rs/vesti/politika/5777864/kosovo-srpska-lista.html,"sreda, 27. avg 2025, 21:29 -> 22:08",vezano za proteste,1008,sr,[]
1009,Vučić Fajnenšel tajmsu: Izazov stavljen pred Srbiju pogrešno postavljen,https://www.rts.rs/vesti/politika/5777842/vucic-fajnensel-tajms-.html,"sreda, 27. avg 2025, 20:07 -> 20:29",vezano za proteste,1009,sr,[]
1010,"Demonstranti pokušali nasilno da probiju kordon ispred Filozofskog u Novom Sadu, žandarmerija ih potisnula",https://www.rts.rs/vesti/politika/5777619/okupljanje-filozofski-fakultet-novi-sad-blokade-studenti.html,"sreda, 27. avg 2025, 15:52 -> 23:37",vezano za proteste,1010,sr,"[{'event_type': 'clash_police_action', 'trigger': 'potisnula', 'locations': ['Filozofski fakultet u Novom Sadu'], 'actors': ['demonstranti', 'žandarmerija'], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Demonstrators attempting to break police cordon.'}]"
1011,Vučić sa Svolvelom: Srbija opredeljena za razvoj saradnje sa SAD,https://www.rts.rs/vesti/politika/5777230/vucic-solvel-sastanak.html,"sreda, 27. avg 2025, 10:30 -> 10:38",vezano za proteste,1011,sr,[]
1012,"Macut osudio napad na policajce u Novom Sadu, pozvao na uzdržanost i dijalog",https://www.rts.rs/vesti/politika/5777225/djuro-macut-osudio-napad-na-pripadnike-mup-novi-sad-filozofski.html,"sreda, 27. avg 2025, 09:55 -> 10:22",vezano za proteste,1012,sr,"[{'event_type': 'investigation_charges_trial', 'trigger': 'osudio napad', 'locations': ['Novi Sad'], 'actors': ['policija'], 'time_mentions': [], 'confidence': 0.7, 'notes': 'Call for restraint and dialogue.'}]"
1013,"Garić: Vučićev poziv na dijalog potez odgovornog čoveka; Vranić: Neiskren istup, SNS mora da uvaži opozicione glasače",https://www.rts.rs/vesti/politika/5777177/vucic-studenti-dijalog-vanredni-izbori-protesti-blokade.html,"sreda, 27. avg 2025, 09:40 -> 20:30",vezano za proteste,1013,sr,[]
1014,Svečana sednica Vlade povodom 220 godina Praviteljstvujućeg sovjeta; Macut: Snaga u slozi i dijalogu,https://www.rts.rs/vesti/politika/5777214/vlada-svecana-sednica.html,"sreda, 27. avg 2025, 09:11 -> 19:49",vezano za proteste,1014,sr,[]
1015,Mirno jutro ispred Filozofskog fakulteta u Novom Sadu,https://www.rts.rs/vesti/politika/5777213/mirno-jutro-ispred-filozofskog-fakulteta-u-novom-sadu.html,"sreda, 27. avg 2025, 09:00 -> 10:00",nije vezano za proteste,1015,sr,[]
1016,Izbor Baše za predsednika parlamenta u Prištini – korak ka vladi ili novim izborima,https://www.rts.rs/vesti/politika/5777170/izbor-base-za-predsednika-parlamenta-u-pristini--korak-ka-vladi-ili-novim-izborima.html,"sreda, 27. avg 2025, 07:45 -> 08:13",vezano za proteste,1016,sr,"[{'event_type': 'election', 'trigger': 'bira se srpski potpredsednik', 'locations': ['Priština'], 'actors': [], 'time_mentions': [], 'confidence': 0.7, 'notes': 'Electing a Serbian deputy.'}]"
1017,"Dačić: Policija došla na poziv dekana ispred novosadskog Filozofskog fakulteta, demonstranti je napali",https://www.rts.rs/vesti/politika/5777055/dacic-policija-dosla-na-poziv-dekana-ispred-novosadskog-filozofskog-fakulteta-demonstranti-je-napali.html,"utorak, 26. avg 2025, 21:22 -> 00:22",vezano za proteste,1017,sr,"[{'event_type': 'clash_police_action', 'trigger': 'napali', 'locations': ['Filozofski fakultet u Novom Sadu'], 'actors': ['demonstranti'], 'time_mentions': [], 'confidence': 0.8, 'notes': 'Police responded due to attack.'}]"
1018,"Mali: Ekonomske mere za dobrobit građana, od decembra i novi rast penzija",https://www.rts.rs/vesti/politika/5777014/mali-ekonomske-mere-za-dobrobit-gradjana-od-decembra-i-novi-rast-penzija.html,"utorak, 26. avg 2025, 20:00 -> 21:50",nije vezano za proteste,1018,sr,[]
1019,Samoopredeljenje podnelo žalbu zbog odluke suda u Prištini da se Srpskoj listi odobri učešće na izborima,https://www.rts.rs/vesti/politika/5776762/samoopredeljenje-podnelo-zalbu-zbog-odluke-suda-u-pristini-da-se-srpskoj-listi-odobri-ucesce-na-izborima.html,"utorak, 26. avg 2025, 15:35 -> 15:50",vezano za proteste,1019,sr,"[{'event_type': 'investigation_charges_trial', 'trigger': 'žalba', 'locations': ['Priština'], 'actors': ['Samoopredeljenje'], 'time_mentions': [], 'confidence': 0.8, 'notes': 'Complaint about election decision.'}]"
1020,Vučić razgovarao sa Gakosom o budućoj saradnji Srbije i Konga,https://www.rts.rs/vesti/politika/5776730/vucic-kongo.html,"utorak, 26. avg 2025, 14:30 -> 14:37",vezano za proteste,1020,sr,[]
1021,Vučić i Lavrov o situaciji na KiM i napadima na Republiku Srpsku,https://www.rts.rs/vesti/politika/5776674/vucic-i-lavrov-o-situaciji-na-kim-i-napadima-na-republiku-srpsku.html,"utorak, 26. avg 2025, 13:15 -> 16:48",vezano za proteste,1021,sr,[]
1022,"Đurić sa Sorensenom: Neophodna deeskalacija stanja na KiM, dijalog najbolji put",https://www.rts.rs/vesti/politika/5776629/djuric-sa-sorensenom-neophodna-deeskalacija-stanja-na-kim-dijalog-najbolji-put.html,"utorak, 26. avg 2025, 12:18 -> 12:28",vezano za proteste,1022,sr,[]
1023,"Vučić o natpisima na kući Balaća: Ovako nešto u Srbiji ne sme da se događa, tužilaštvo i policija da reaguju",https://www.rts.rs/vesti/politika/5776625/vucic-balac-natpisi.html,"utorak, 26. avg 2025, 12:17 -> 12:26",vezano za proteste,1023,sr,"[{'event_type': 'investigation_charges_trial', 'trigger': 'tužilaštvo', 'locations': [], 'actors': [], 'time_mentions': [], 'confidence': 0.8, 'notes': 'Vandalism investigation suggested.'}]"
1024,"Skupština u Prištini konstituisana sedam meseci posle izbora, nije izabran srpski kandidat za potpredsednika",https://www.rts.rs/vesti/politika/5776606/skupstina-pristina-basa-kosovo-i-metohija.html,"utorak, 26. avg 2025, 11:36 -> 19:12",nije vezano za proteste,1024,sr,"[{'event_type': 'election', 'trigger': 'konstituisana skupština', 'locations': ['Priština'], 'actors': [], 'time_mentions': [], 'confidence': 0.7, 'notes': 'Constitution after election.'}]"
1025,Grafiti mržnje na kući studenta Vladimira Balaća u Futogu,https://www.rts.rs/vesti/politika/5776594/vladimir-balac-natpisi-novi-sad.html,"utorak, 26. avg 2025, 11:17 -> 19:59",vezano za proteste,1025,sr,[]
1026,Guranje demonstranata i policije ispred Filozofskog fakulteta u Novom Sadu,https://www.rts.rs/vesti/politika/5776584/guranje-demonstranata-i-policije-ispred-filozofskog-fakulteta-u-novom-sadu.html,"utorak, 26. avg 2025, 10:51 -> 00:35",vezano za proteste,1026,sr,"[{'event_type': 'clash_police_action', 'trigger': 'Guranje', 'locations': ['Filozofski fakultet u Novom Sadu'], 'actors': ['demonstranti', 'policija'], 'time_mentions': [], 'confidence': 0.8, 'notes': 'Interaction between demonstrators and police.'}]"
1027,"Novi most u Mitrovici otvoren za saobraćaj, glavni i dalje zatvoren",https://www.rts.rs/vesti/politika/5776570/novi-most-u-mitrovici-otvoren-za-saobracaj-glavni-i-dalje-zatvoren.html,"utorak, 26. avg 2025, 10:30 -> 12:07",vezano za proteste,1027,sr,"[{'event_type': 'government_response_policy', 'trigger': 'otvoren za saobraćaj', 'locations': ['Mitrovica'], 'actors': [], 'time_mentions': [], 'confidence': 0.8, 'notes': 'New bridge opening.'}]"
1028,Mesec dana pritvora Ljubiši Miljkoviću iz Zvečana,https://www.rts.rs/vesti/politika/5776568/ljubisa-miljkovic-zvecan-pristina-sud-.html,"utorak, 26. avg 2025, 10:22 -> 12:42",vezano za proteste,1028,sr,"[{'event_type': 'investigation_charges_trial', 'trigger': 'pritvora', 'locations': ['Zvečan'], 'actors': [], 'time_mentions': [], 'confidence': 0.8, 'notes': 'Detention case.'}]"
1029,Vučić sa Sorensenom: Dijalog vratiti na obavezu formiranja ZSO i zaštitu prava Srba,https://www.rts.rs/vesti/politika/5776521/vucic-sorensen.html,"utorak, 26. avg 2025, 06:53 -> 23:55",vezano za proteste,1029,sr,[]
1030,Đurić i Gakoso: Kongo podržava teritorijalni integritet Srbije i očuvanje KiM,https://www.rts.rs/vesti/politika/5776468/marko-djuric-kim-kongo-zan-klod-gakoso.html,"ponedeljak, 25. avg 2025, 19:38 -> 19:47",vezano za proteste,1030,sr,[]
1031,Vučić za Juronjuz: Ostajemo posvećeni dijalogu uprkos odbijanju demonstranata,https://www.rts.rs/vesti/politika/5776481/vucic-za-juronjuz-ostajemo-posveceni-dijalogu-uprkos-odbijanju-demonstranata.html,"ponedeljak, 25. avg 2025, 19:29 -> 19:36",vezano za proteste,1031,sr,[]
1032,Srpska lista: Nelegitimna skupština preimenovala 87 ulica u Severnoj Mitrovici,https://www.rts.rs/vesti/politika/5776463/srpska-lista-nelegitimna-skupstina-preimenovala-87-ulica-u-severnoj-mitrovici.html,"ponedeljak, 25. avg 2025, 18:17 -> 18:37",vezano za proteste,1032,sr,[]
1033,Živanović: Dva tehničara Hitne tokom protesta odbili da pruže pomoć pristalicama SNS-a,https://www.rts.rs/vesti/politika/5776060/hitna-novi-sad-sns-pomoc-tehnicari-bogdan-zivanovic-direktor-zavoda-za-urgentnu-medicinu-.html,"ponedeljak, 25. avg 2025, 12:38 -> 13:30",vezano za proteste,1033,sr,"[{'event_type': 'institutional_blockade', 'trigger': 'odbijanje da pruže pomoć', 'locations': [], 'actors': ['Hitna pomoć'], 'time_mentions': [], 'confidence': 0.7, 'notes': 'Refusal to assist during protest.'}]"
1034,Pre 25 godina ubijen je Ivan Stambolić,https://www.rts.rs/vesti/politika/5776515/dvadeset-pet-godina-od-ubistva-ivana-stambolica.html,"ponedeljak, 25. avg 2025, 12:04 -> 23:45",vezano za proteste,1034,sr,"[{'event_type': 'commemoration', 'trigger': 'ubijen', 'locations': [], 'actors': [], 'time_mentions': [], 'confidence': 0.7, 'notes': 'Anniversary of an assassination.'}]"
1035,Prefarbani grafiti i murali i u Leposaviću,https://www.rts.rs/vesti/politika/5776030/prekrecen-grafit-kosovo-metohija-leposavic.html,"ponedeljak, 25. avg 2025, 11:39 -> 13:14",vezano za proteste,1035,sr,[]
1036,Leci sa pozivom na otpor u severnom delu Kosovske Mitrovice,https://www.rts.rs/vesti/politika/5775986/leci-otpor-kosovska-mitrovica-.html,"ponedeljak, 25. avg 2025, 10:41 -> 10:50",vezano za proteste,1036,sr,[]
1037,Vučić sa ambasadorom Kine o detaljima predstojećeg susreta sa Si Đinpingom,https://www.rts.rs/vesti/politika/5775979/vucic-ambasador-kine.html,"ponedeljak, 25. avg 2025, 10:13 -> 10:19",vezano za proteste,1037,sr,[]
1038,Ministarka Lazarević: Građani koji uđu u markete već 1. septembra će videti promene,https://www.rts.rs/vesti/politika/5775932/marze-trgovina-cene-ekonomske-mere.html,"ponedeljak, 25. avg 2025, 09:30 -> 09:40",vezano za proteste,1038,sr,"[{'event_type': 'government_response_policy', 'trigger': 'promene', 'locations': [], 'actors': [], 'time_mentions': [], 'confidence': 0.8, 'notes': 'Changes in markets noted.'}]"
1039,Protesti u Sremskoj Mitrovici i Nišu,https://www.rts.rs/vesti/politika/5775890/protesti-u-sremskoj-mitrovici-i-nisu.html,"nedelja, 24. avg 2025, 22:20 -> 22:24",vezano za proteste,1039,sr,"[{'event_type': 'protest', 'trigger': 'Protesti', 'locations': ['Sremska Mitrovica', 'Niš'], 'actors': [], 'time_mentions': [], 'confidence': 0.9, 'notes': None}]"
1040,Uhapšen muškarac u Zvečanu - osumnjičen za napad na pripadnike Kfora,https://www.rts.rs/vesti/politika/5775787/uhapsen-muskarac-u-zvecanu---osumnjicen-za-napad-na-pripadnike-kfora.html,"nedelja, 24. avg 2025, 14:04 -> 14:22",vezano za proteste,1040,sr,"[{'event_type': 'arrest', 'trigger': 'Uhapšen', 'locations': ['Zvečan'], 'actors': [], 'time_mentions': [], 'confidence': 0.8, 'notes': 'Suspect in attack on KFOR.'}]"
1041,"Usvojena žalba Srpske liste, Panel za žalbe traži od CIK-a overu njenih kandidata",https://www.rts.rs/vesti/politika/5775780/kosovo-metohija-srpska-lista-izbori-lokalni.html,"nedelja, 24. avg 2025, 13:46 -> 16:21",vezano za proteste,1041,sr,"[{'event_type': 'election', 'trigger': 'Usvojena žalba', 'locations': [], 'actors': [], 'time_mentions': [], 'confidence': 0.7, 'notes': 'Appeals panel decision.'}]"
1042,"Vučić predstavio nove mere: Snizićemo cene i kamatne stope, cilj je bolji standard građana ",https://www.rts.rs/vesti/politika/5775721/vucic-mere-ekonomija-cene-hrana-pice-srbija.html,"nedelja, 24. avg 2025, 10:58 -> 14:38",vezano za proteste,1042,sr,"[{'event_type': 'government_response_policy', 'trigger': 'predstavio mere', 'locations': [], 'actors': ['Vučić'], 'time_mentions': [], 'confidence': 0.8, 'notes': 'Policy for economic improvements.'}]"
1043,Bocan-Harčenko: Zapad želi da zameni Vučića slabim političarem koga kontroliše EU,https://www.rts.rs/vesti/politika/5775748/bocan-harcenko-vucic-rusija-srbija-evropa-unija-amerika-zapad-nato.html,"nedelja, 24. avg 2025, 10:36 -> 11:03",vezano za proteste,1043,sr,[]
1044,Prekrečeni murali posvećeni patrijarhu Pavlu i mitropolitu Amfilohiju na severu KiM,https://www.rts.rs/vesti/politika/5775741/mural-grafit-patrijarh-pavle-mitropolit-amfilohije-kosovo-metohija.html,"nedelja, 24. avg 2025, 09:43 -> 12:28",vezano za proteste,1044,sr,[]
1045,Slavko Simić pred sudom u septembru – tereti se za navodni napad na novinare,https://www.rts.rs/vesti/politika/5775708/slavko-simic-pred-sudom-u-septembru--tereti-se-za-navodni-napad-na-novinare.html,"nedelja, 24. avg 2025, 07:28 -> 16:50",vezano za proteste,1045,sr,"[{'event_type': 'investigation_charges_trial', 'trigger': 'tereti se', 'locations': [], 'actors': [], 'time_mentions': [], 'confidence': 0.7, 'notes': 'Charge regarding attack on journalists.'}]"
1046,Predsednik Vučić u 11 sati predstavlja nove ekonomske mere,https://www.rts.rs/vesti/politika/5775662/ekonomske-mere-aleksandar-vucic.html,"nedelja, 24. avg 2025, 05:50 -> 10:07",vezano za proteste,1046,sr,"[{'event_type': 'government_response_policy', 'trigger': 'predstavlja mere', 'locations': [], 'actors': ['Vučić'], 'time_mentions': [], 'confidence': 0.8, 'notes': 'Announcement of new economic measures.'}]"
1047,"Skupovi protiv blokada širom Srbije; Vučić: Ništa nije važnije od dijaloga, nadam se da će ga prihvatiti",https://www.rts.rs/vesti/politika/5775624/okupljanje-sns-protiv-blokada.html,"subota, 23. avg 2025, 17:39 -> 22:05",vezano za proteste,1047,sr,"[{'event_type': 'counter_protest', 'trigger': 'Skupovi protiv blokada', 'locations': ['Srbija'], 'actors': [], 'time_mentions': [], 'confidence': 0.8, 'notes': 'Counterprotesting ongoing blockades.'}]"
1048,Predsednik Vučić predstavlja nove ekonomske mere sutra u 11 sati,https://www.rts.rs/vesti/politika/5775563/vucic-nove-mere-predstavljanje.html,"subota, 23. avg 2025, 14:51 -> 14:57",vezano za proteste,1048,sr,"[{'event_type': 'government_response_policy', 'trigger': 'predstavlja mere', 'locations': [], 'actors': ['Vučić'], 'time_mentions': [], 'confidence': 0.8, 'notes': 'Upcoming announcement on economic measures.'}]"
1049,Krivična prijava protiv Bojovića i Miloševića podneta i VJT u Novom Sadu,https://www.rts.rs/vesti/politika/5775460/bojovic-milosevic-krivicna-prijava.html,"subota, 23. avg 2025, 10:53 -> 11:16",vezano za proteste,1049,sr,"[{'event_type': 'investigation_charges_trial', 'trigger': 'Krivična prijava', 'locations': ['Novi Sad'], 'actors': ['Bojović', 'Milošević'], 'time_mentions': [], 'confidence': 0.8, 'notes': 'Legal charges filed.'}]"
1050,"Milivojević za RTS: Kurti Srpsku listu vidi kao konkurenciju, potrebna konkretna akcija zapadnih centara ",https://www.rts.rs/vesti/politika/5775409/zoran-milivojevic-kurti-cik-dodik-referendum.html,"subota, 23. avg 2025, 08:30 -> 13:23",vezano za proteste,1050,sr,[]
1051,EU: Razočarani smo zbog nesertifikacije dve srpske stranke za lokalne izbore na KiM,https://www.rts.rs/vesti/politika/5775236/eu-razocarani-smo-zbog-nesertifikacije-dve-srpske-stranke-za-lokalne-izbore-na-kim.html,"petak, 22. avg 2025, 22:10 -> 23:44",vezano za proteste,1051,sr,"[{'event_type': 'international_reaction', 'trigger': 'razočarani smo', 'locations': ['KiM'], 'actors': ['EU'], 'time_mentions': [], 'confidence': 0.8, 'notes': 'Response to non-certification of Serbian parties.'}]"
1052,"Protestna šetnja u Beogradu, demonstranti u Leskovcu i Kragujevcu ispred prostorija SNS-a",https://www.rts.rs/vesti/politika/5775207/protestna-setnja-u-beogradu-demonstranti-u-leskovcu-i-kragujevcu-ispred-prostorija-sns-a.html,"petak, 22. avg 2025, 20:58 -> 23:17",vezano za proteste,1052,sr,"[{'event_type': 'protest', 'trigger': 'Protestna šetnja', 'locations': ['Beograd', 'Leskovac', 'Kragujevac'], 'actors': [], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Demonstrations against SNS.'}]"
1053,Pravo na meti politike – neozbiljan Kurtijev pokušaj i(li) skretanje pažnje sa agonije u parlamentu,https://www.rts.rs/vesti/politika/5775130/srpska-lista-cik-izbori-lokalni-zalba-kurti.html,"petak, 22. avg 2025, 20:00 -> 21:37",vezano za proteste,1053,sr,[]
1054,Kfor: Završeno raspoređivanje dodatnih rezervnih snaga,https://www.rts.rs/vesti/politika/5775173/kfor-kosovo-skotska-garda-rasporedjeni.html,"petak, 22. avg 2025, 19:13 -> 20:39",nije vezano za proteste,1054,sr,[]
1055,Zemlje Kvinte i EU o odbijanju prijave Srpske liste: Takav čin potkopava demokratske principe ,https://www.rts.rs/vesti/politika/5775064/zemlje-kvinte-i-eu-o-odbijanju-prijave-srpske-liste-takav-cin-potkopava-demokratske-principe-.html,"petak, 22. avg 2025, 17:50 -> 18:09",vezano za proteste,1055,sr,"[{'event_type': 'international_reaction', 'trigger': 'odbijanju prijave Srpske liste', 'locations': [], 'actors': ['Zemlje Kvinte', 'EU'], 'time_mentions': [], 'confidence': 0.8, 'notes': 'Response on election process integrity.'}]"
1056,Prva reagovanja na poziv na dijalog i debatu,https://www.rts.rs/vesti/politika/5774952/studenti-u-blokadi-vucic-poziv-razgovor-reakcija.html,"petak, 22. avg 2025, 16:08 -> 19:13",nije vezano za proteste,1056,sr,[]
1057,Petković pisao Sorensenu i zemljama Kvinte zbog zabrane Srpskoj listi da učestvuje na izborima,https://www.rts.rs/vesti/politika/5774766/petar-petkovic-srpska-lista-eu-kvinta-izbori.html,"petak, 22. avg 2025, 14:23 -> 14:55",vezano za proteste,1057,sr,"[{'event_type': 'international_reaction', 'trigger': 'pisao Sorensenu', 'locations': [], 'actors': ['Petković'], 'time_mentions': [], 'confidence': 0.8, 'notes': 'Complaint regarding electoral ban on Srpska lista.'}]"
1058,Srpska lista podnela žalbu Izbornom panelu: Očekujemo poništenje odluke CIK-a,https://www.rts.rs/vesti/politika/5774644/srpska-lista-zalba.html,"petak, 22. avg 2025, 13:19 -> 18:10",vezano za proteste,1058,sr,"[{'event_type': 'investigation_charges_trial', 'trigger': 'žalbu', 'locations': [], 'actors': ['Srpska lista'], 'time_mentions': [], 'confidence': 0.8, 'notes': 'Legal challenge against CIK decision.'}]"
1059,Protest ispred Kliničkog centra Vojvodine zbog hapšenja tehničara te ustanove,https://www.rts.rs/vesti/politika/5774614/studentski-protesti-klinicki-centar-vojvodine.html,"petak, 22. avg 2025, 13:10 -> 13:43",vezano za proteste,1059,sr,"[{'event_type': 'protest', 'trigger': 'Protest', 'locations': ['Klinički centar Vojvodine'], 'actors': [], 'time_mentions': [], 'confidence': 0.8, 'notes': 'Response to the arrest incident.'}]"
1060,"Vučić: Smatram da je važno da čujemo zahteve demonstranata, nudim razgovor i debatu na svim televizijama",https://www.rts.rs/vesti/politika/5774566/vucic-aleksandar-obracanje-javnosti-razgovor-debata-.html,"petak, 22. avg 2025, 12:45 -> 14:23",vezano za proteste,1060,sr,[]
1061,Vučić predstavlja nove ekonomske mere u nedelju u 11 sati,https://www.rts.rs/vesti/politika/5774540/aleksandara-vucic-ekonomske-mere.html,"petak, 22. avg 2025, 12:13 -> 16:46",vezano za proteste,1061,sr,"[{'event_type': 'government_response_policy', 'trigger': 'predstavlja mere', 'locations': [], 'actors': [], 'time_mentions': [], 'confidence': 0.8, 'notes': 'Scheduled policy announcement.'}]"
1062,"Skupština u Prištini ponovo bez dogovora, 56. neuspeh",https://www.rts.rs/vesti/politika/5774523/skupstina-pristina-konstituisanje.html,"petak, 22. avg 2025, 12:00 -> 12:06",vezano za proteste,1062,sr,"[{'event_type': 'election', 'trigger': 'neuspeh', 'locations': ['Priština'], 'actors': [], 'time_mentions': [], 'confidence': 0.7, 'notes': 'Assembly deadlock.'}]"
1063,"Vučević: Novim merama pokazujemo odgovornost, ljudima dosta blokada",https://www.rts.rs/vesti/politika/5774515/milos-vucevic-ekonomske-mere-protesti-blokade-studenti-srbija-kim-sns-republika-srpska.html,"petak, 22. avg 2025, 11:37 -> 11:47",vezano za proteste,1063,sr,[]
1064,"Elek: Srpska lista će uložiti žalbu, diskriminatorska odluka Centralne izborne komisije",https://www.rts.rs/vesti/politika/5774449/srpska-lista-izbori.html,"petak, 22. avg 2025, 10:17 -> 12:26",vezano za proteste,1064,sr,[]
1065,Podneta krivična prijava protiv Bojovića i Miloševića u vezi sa padom nadstrešnice,https://www.rts.rs/vesti/politika/5774464/krivicna-prijava-vrhovno-javno-tuzilastvo-bojovic-milosevic-pad-nadstresnica.html,"petak, 22. avg 2025, 10:09 -> 11:47",vezano za proteste,1065,sr,"[{'event_type': 'investigation_charges_trial', 'trigger': 'Krivična prijava', 'locations': [], 'actors': ['Bojović', 'Milošević'], 'time_mentions': [], 'confidence': 0.8, 'notes': 'Incident involving structural collapse.'}]"
1066,"Gogić: Odluka CIK-a nezakonita i nedemokratska, deo kampanje Samoopredeljenja pred lokalne izbore",https://www.rts.rs/vesti/politika/5774327/ognjen-gogic-srpska-lista-izbori-.html,"petak, 22. avg 2025, 08:27 -> 08:43",vezano za proteste,1066,sr,[]
1067,Đurić sa Bekeratom: Odnosi između EU i Srbije stub spoljne politike Srbije,https://www.rts.rs/vesti/politika/5774268/djuric-sa-bekeratom-odnosi-izmedju-eu-i-srbije-stub-spoljne-politike-srbije.html,"četvrtak, 21. avg 2025, 21:40 -> 21:45",nije vezano za proteste,1067,sr,[]
1068,Vučić razgovarao telefonom sa Madurom: Srbija ceni podršku Venecuele,https://www.rts.rs/vesti/politika/5774264/vucic-razgovarao-telefonom-sa-madurom-srbija-ceni-podrsku-venecuele.html,"četvrtak, 21. avg 2025, 21:17 -> 21:25",vezano za proteste,1068,sr,[]
1069,Protesti u više gradova Srbije,https://www.rts.rs/vesti/politika/5774243/protesti-u-vise-gradova-srbije.html,"četvrtak, 21. avg 2025, 20:53 -> 21:36",vezano za proteste,1069,sr,"[{'event_type': 'protest', 'trigger': 'Protesti', 'locations': [], 'actors': [], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Protests occurring across towns.'}]"
1070,Oko: Ulica između vlasti i demonstranata,https://www.rts.rs/vesti/politika/5774227/oko-ulica-izmedju-vlasti-i-demonstranata.html,"četvrtak, 21. avg 2025, 20:37 -> 22:51",vezano za proteste,1070,sr,[]
1071,Srpska lista: Odluka CIK-a još jedan primer političke diskriminacije,https://www.rts.rs/vesti/politika/5774231/srpska-lista-odluka-cik-a-jos-jedan-primer-politicke-diskriminacije.html,"četvrtak, 21. avg 2025, 19:00 -> 20:44",vezano za proteste,1071,sr,[]
1072,Uprkos upozorenju SAD centralna izborna komisija u Prištini odbila zahtev Srpske liste za učešće na izborima,https://www.rts.rs/vesti/politika/5774217/uprkos-upozorenju-sad-centralna-izborna-komisija-u-pristini-odbila-zahtev-srpske-liste-za-ucesce-na-izborima.html,"četvrtak, 21. avg 2025, 18:28 -> 18:43",vezano za proteste,1072,sr,"[{'event_type': 'international_reaction', 'trigger': 'Upozorenju', 'locations': [], 'actors': ['SAD'], 'time_mentions': [], 'confidence': 0.8, 'notes': 'US warning regarding political exclusion.'}]"
1073,SAD upozoravaju Kurtija da ne isključuje srpske stranke,https://www.rts.rs/vesti/politika/5774184/sad-upozoravaju-kurtija-da-ne-iskljucuje-srpske-stranke.html,"četvrtak, 21. avg 2025, 17:11 -> 18:01",vezano za proteste,1073,sr,[]
1074,Mali: Marže u najvećim trgovinskim lancima biće ograničene na 20 odsto,https://www.rts.rs/vesti/politika/5774150/mali-marze-u-najvecim-trgovinskim-lancima-bice-ogranicene-na-20-odsto.html,"četvrtak, 21. avg 2025, 16:23 -> 16:31",vezano za proteste,1074,sr,[]
1075,Vlada Srbije usvojila Uredbu za rešavanje stambenih potreba izbeglica,https://www.rts.rs/vesti/politika/5774136/vlada-srbije-usvojila-uredbu-za-resavanje-stambenih-potreba-izbeglica.html,"četvrtak, 21. avg 2025, 15:57 -> 16:00",vezano za proteste,1075,sr,[]
1076,"Vučić: Sa Harčenkom o temama od obostranog interesa, uskoro susret na najvišem nivou",https://www.rts.rs/vesti/politika/5774113/vucic-sa-harcenkom-o-temama-od-obostranog-interesa-uskoro-susret-na-najvisem-nivou.html,"četvrtak, 21. avg 2025, 15:18 -> 15:22",vezano za proteste,1076,sr,[]
1077,Brnabić: Pobeda za Srbiju mora biti da dođemo do jedinstva i dijaloga,https://www.rts.rs/vesti/politika/5774047/brnabic-pobeda-za-srbiju-mora-biti-da-dodjemo-do-jedinstva-i-dijaloga.html,"četvrtak, 21. avg 2025, 14:23 -> 15:14",vezano za proteste,1077,sr,[]
1078,Okupljanje građana koji se protive blokadama u više gradova Srbije,https://www.rts.rs/vesti/politika/5773260/srpska-napredna-stranka-okupljanje-pristalice.html,"sreda, 20. avg 2025, 18:42 -> 21:32",vezano za proteste,1078,sr,"[{'event_type': 'counter_protest', 'trigger': 'Okupljanje građana', 'locations': ['Srbija'], 'actors': [], 'time_mentions': [], 'confidence': 0.8, 'notes': 'In opposition to blockades.'}]"
1079,Macut poželeo dobrodošlicu novom ambasadoru EU u Srbiji,https://www.rts.rs/vesti/politika/5773134/srbija-evropska-unija.html,"sreda, 20. avg 2025, 17:00 -> 17:16",vezano za proteste,1079,sr,[]
1080,Javno tužilaštvo za organizovani kriminal više ne postupa u slučaju ,https://www.rts.rs/vesti/politika/5773131/zvucni-top-slucaj-tuzilastvo-studenti-protesti-blokade.html,"sreda, 20. avg 2025, 16:32 -> 18:07",nije vezano za proteste,1080,sr,[]
1081,Macut primio u oproštajnu posetu ambasadora Brazila,https://www.rts.rs/vesti/politika/5773089/macut-primio-u-oprostajnu-posetu-ambasadora-brazila.html,"sreda, 20. avg 2025, 15:43 -> 16:20",vezano za proteste,1081,sr,[]
